like	492_unknown_state
abhamanikkunnu	001_Negative
abarariyunilaa	001_Negative
aayirunu	001_Negative
aayinnu	001_Negative
aayille	001_Negative
aayea	001_Negative
aayaa	001_Negative
aavunnilla	001_Negative
aavunnath	001_Negative
aavolo	001_Negative
aavathirunnal	001_Negative
aavashyam	001_Negative
aavanulla	001_Negative
aattan	001_Negative
aaswadana	001_Negative
aaruda	001_Negative
aaranenu	001_Negative
aaranaavo	001_Negative
aaradana	001_Negative
aaraadaa	001_Negative
aanunn	001_Negative
aanoruthan	001_Negative
aannallo	001_Negative
aanenavo	001_Negative
aanau	001_Negative
aanaavo	001_Negative
aalundallo	001_Negative
aalilanjit	001_Negative
aakuvo	001_Negative
aakumo	001_Negative
aakumnnu	001_Negative
aakkunne	001_Negative
aakkum	001_Negative
aaiiyalum	001_Negative
aahnnu	001_Negative
96likes	001_Negative
8l	001_Negative
70am	001_Negative
4hrs	001_Negative
3hrs	001_Negative
369	001_Negative
33k	001_Negative
32k	001_Negative
2hrs	001_Negative
28k	001_Negative
285	001_Negative
26k	001_Negative
24k	001_Negative
240k	001_Negative
2300	001_Negative
1nu	001_Negative
18k	001_Negative
189likes	001_Negative
1080	001_Negative
100percent	001_Negative
vidunna	001_Negative
vettum	001_Negative
vannilla	001_Negative
vallo	001_Negative
tovinok	001_Negative
surajinu	001_Negative
surajettante	001_Negative
short	001_Negative
sheriyalla	001_Negative
sangadam	001_Negative
sada	001_Negative
preshakare	001_Negative
pottumennu	001_Negative
pottan	001_Negative
poora	001_Negative
paranjatha	001_Negative
panavum	001_Negative
nirashapeduthi	001_Negative
mathiyayrunnu	001_Negative
kathi	001_Negative
kandille	001_Negative
kadutha	001_Negative
hani	001_Negative
glamour	001_Negative
enthoo	001_Negative
ennte	001_Negative
credit	001_Negative
compare	001_Negative
cia	001_Negative
cheyyunnathu	001_Negative
bhayangara	001_Negative
bhayam	001_Negative
bayam	001_Negative
ayene	001_Negative
adyam	001_Negative
aarkengilum	001_Negative
aahn	001_Negative
aada	001_Negative
youtubeinte	001_Mixed_feelings
yevedokko	001_Mixed_feelings
yenna	001_Mixed_feelings
yama	001_Mixed_feelings
where	001_Mixed_feelings
weightaa	001_Mixed_feelings
vysakhinte	001_Mixed_feelings
vyakthik	001_Mixed_feelings
vorodhathal	001_Mixed_feelings
vizhungiyathu	001_Mixed_feelings
viswasikunnu	001_Mixed_feelings
visualsum	001_Mixed_feelings
vijrcha	001_Mixed_feelings
vijayikkatte	001_Mixed_feelings
vijayikate	001_Mixed_feelings
vidal	001_Mixed_feelings
vicharikunu	001_Mixed_feelings
veypikathe	001_Mixed_feelings
vettal	001_Mixed_feelings
verupikkal	001_Mixed_feelings
verunnund	001_Mixed_feelings
vernam	001_Mixed_feelings
venu	001_Mixed_feelings
vendarunnu	001_Mixed_feelings
veluthakanamaayirunnu	001_Mixed_feelings
vellimooga	001_Mixed_feelings
vekunila	001_Mixed_feelings
vekkan	001_Mixed_feelings
veeragadha	001_Mixed_feelings
vaykathirunond	001_Mixed_feelings
varunnundo	001_Mixed_feelings
varunnud	001_Mixed_feelings
varunnathine	001_Mixed_feelings
varshakalam	001_Mixed_feelings
variyar	001_Mixed_feelings
vargam	001_Mixed_feelings
varavil	001_Mixed_feelings
varakilla	001_Mixed_feelings
vannille	001_Mixed_feelings
vannee	001_Mixed_feelings
vallathum	001_Mixed_feelings
valippu	001_Mixed_feelings
vaishakilum	001_Mixed_feelings
vachitundu	001_Mixed_feelings
urutam	001_Mixed_feelings
urappaanu	001_Mixed_feelings
urapaa	001_Mixed_feelings
unnumillaallo	001_Mixed_feelings
unnd	001_Mixed_feelings
undllo	001_Mixed_feelings
undertaker	001_Mixed_feelings
undayirunno	001_Mixed_feelings
undayinnel	001_Mixed_feelings
undavumo	001_Mixed_feelings
undall	001_Mixed_feelings
undakkiyathanenn	001_Mixed_feelings
undakkiyaa	001_Mixed_feelings
undakkiya	001_Mixed_feelings
undakkan	001_Mixed_feelings
undakiyathu	001_Mixed_feelings
undakiya	001_Mixed_feelings
undairnengil	001_Mixed_feelings
uncle	001_Mixed_feelings
ulup	001_Mixed_feelings
ullatu	001_Mixed_feelings
ullapole	001_Mixed_feelings
ula	001_Mixed_feelings
udheshichavar	001_Mixed_feelings
udesham	001_Mixed_feelings
udaa	001_Mixed_feelings
tulli	001_Mixed_feelings
trailerin	001_Mixed_feelings
trailel	001_Mixed_feelings
trailaril	001_Mixed_feelings
trail	001_Mixed_feelings
tp	001_Mixed_feelings
tovinos	001_Mixed_feelings
toon	001_Mixed_feelings
tonille	001_Mixed_feelings
thoopil	001_Mixed_feelings
thonnunundelum	001_Mixed_feelings
thonniyoo	001_Mixed_feelings
thonnivar	001_Mixed_feelings
thonnii	001_Mixed_feelings
thoniye	001_Mixed_feelings
thonathe	001_Mixed_feelings
tholpikan	001_Mixed_feelings
thirichuvaran	001_Mixed_feelings
thirakatha	001_Mixed_feelings
thirakadhayumillathe	001_Mixed_feelings
thelungu	001_Mixed_feelings
thelung	001_Mixed_feelings
thegreatfather	001_Mixed_feelings
theerth	001_Mixed_feelings
thayyaredukkunnu	001_Mixed_feelings
thattu	001_Mixed_feelings
thatha	001_Mixed_feelings
tharaan	001_Mixed_feelings
thanu	001_Mixed_feelings
thangiya	001_Mixed_feelings
thamizh	001_Mixed_feelings
thalledo	001_Mixed_feelings
thalapathuvekkunne	001_Mixed_feelings
thakarpan	001_Mixed_feelings
thakarnnu	001_Mixed_feelings
thakarkilla	001_Mixed_feelings
thaadiyum	001_Mixed_feelings
telung	001_Mixed_feelings
tarakedila	001_Mixed_feelings
system	001_Mixed_feelings
suraa	001_Mixed_feelings
sukam	001_Mixed_feelings
successful	001_Mixed_feelings
stagil	001_Mixed_feelings
sredhikamayirunnu	001_Mixed_feelings
sradhichu	001_Mixed_feelings
spark	001_Mixed_feelings
soundinu	001_Mixed_feelings
soundil	001_Mixed_feelings
sounded	001_Mixed_feelings
soopr	001_Mixed_feelings
skech	001_Mixed_feelings
sitara	001_Mixed_feelings
sikhandar	001_Mixed_feelings
sidhik	001_Mixed_feelings
sidelnn	001_Mixed_feelings
shogam	001_Mixed_feelings
sheriyayilla	001_Mixed_feelings
sherikum	001_Mixed_feelings
sheri	001_Mixed_feelings
shariyayilla	001_Mixed_feelings
shameerum	001_Mixed_feelings
shajoninte	001_Mixed_feelings
shabdhavum	001_Mixed_feelings
seriel	001_Mixed_feelings
selective	001_Mixed_feelings
scnd	001_Mixed_feelings
schoolile	001_Mixed_feelings
satyam	001_Mixed_feelings
saramila	001_Mixed_feelings
samvidhanam	001_Mixed_feelings
sammadichu	001_Mixed_feelings
sambavom	001_Mixed_feelings
saleem	001_Mixed_feelings
sahoo	001_Mixed_feelings
saggathi	001_Mixed_feelings
sadaram	001_Mixed_feelings
saamyam	001_Mixed_feelings
roomajam	001_Mixed_feelings
renddunda	001_Mixed_feelings
reethiyil	001_Mixed_feelings
realse	001_Mixed_feelings
ratio	001_Mixed_feelings
rameshpisharadi	001_Mixed_feelings
rakshikal	001_Mixed_feelings
rajuaattan	001_Mixed_feelings
rajettan	001_Mixed_feelings
rajayile	001_Mixed_feelings
rajaude	001_Mixed_feelings
rajakumaran	001_Mixed_feelings
raajayk	001_Mixed_feelings
pwliyee	001_Mixed_feelings
putumayulla	001_Mixed_feelings
pullikkan	001_Mixed_feelings
pullikaranstaraa	001_Mixed_feelings
pullikaran	001_Mixed_feelings
pulimuruganta	001_Mixed_feelings
pulimurugande	001_Mixed_feelings
pulimurugam	001_Mixed_feelings
pulimurguan	001_Mixed_feelings
pulimurgante	001_Mixed_feelings
pulimurgan	001_Mixed_feelings
pulimuranta	001_Mixed_feelings
pulimurakano	001_Mixed_feelings
pulimuraganil	001_Mixed_feelings
psyco	001_Mixed_feelings
professionalism	001_Mixed_feelings
prnjatt	001_Mixed_feelings
pritwiraj	001_Mixed_feelings
pritvirajine	001_Mixed_feelings
pritvii	001_Mixed_feelings
prithividae	001_Mixed_feelings
prithisha	001_Mixed_feelings
prevarttakar	001_Mixed_feelings
prethviraj	001_Mixed_feelings
pretheeksha	001_Mixed_feelings
preteekshicha	001_Mixed_feelings
predisha	001_Mixed_feelings
prblm	001_Mixed_feelings
pratheekshikunu	001_Mixed_feelings
prateeksha	001_Mixed_feelings
prarthikunnu	001_Mixed_feelings
prakash	001_Mixed_feelings
pradikshiche	001_Mixed_feelings
pradheekshikunnu	001_Mixed_feelings
pradheekshikuna	001_Mixed_feelings
poyitilla	001_Mixed_feelings
powlikkane	001_Mixed_feelings
povatirunna	001_Mixed_feelings
pottumop	001_Mixed_feelings
pottiyalum	001_Mixed_feelings
porayima	001_Mixed_feelings
pooloru	001_Mixed_feelings
polundu	001_Mixed_feelings
polla	001_Mixed_feelings
poliyan	001_Mixed_feelings
politiciansne	001_Mixed_feelings
polikaneerr	001_Mixed_feelings
polichadukum	001_Mixed_feelings
policeinte	001_Mixed_feelings
pokkirirajaykk	001_Mixed_feelings
pokirirajayo	001_Mixed_feelings
pokavoo	001_Mixed_feelings
pokanonnum	001_Mixed_feelings
pishuu	001_Mixed_feelings
pisharody	001_Mixed_feelings
pisharadikku	001_Mixed_feelings
pilleraya	001_Mixed_feelings
pillare	001_Mixed_feelings
pidikarnnu	001_Mixed_feelings
pidikamayirunnu	001_Mixed_feelings
pidi	001_Mixed_feelings
phonil	001_Mixed_feelings
petr	001_Mixed_feelings
peruchazhy	001_Mixed_feelings
perkku	001_Mixed_feelings
perippichathupole	001_Mixed_feelings
perfect	001_Mixed_feelings
penpillerum	001_Mixed_feelings
pedikanarnu	001_Mixed_feelings
pazzhassirajaye	001_Mixed_feelings
pazhashirajayude	001_Mixed_feelings
pazhanjan	001_Mixed_feelings
payunna	001_Mixed_feelings
pauli	001_Mixed_feelings
patula	001_Mixed_feelings
patty	001_Mixed_feelings
pattila	001_Mixed_feelings
pattikayil	001_Mixed_feelings
pattern	001_Mixed_feelings
patrol	001_Mixed_feelings
paryaam	001_Mixed_feelings
parnaje	001_Mixed_feelings
parishramicha	001_Mixed_feelings
parijayam	001_Mixed_feelings
parayunnund	001_Mixed_feelings
parayenda	001_Mixed_feelings
parayalo	001_Mixed_feelings
paranjit	001_Mixed_feelings
paranjath	001_Mixed_feelings
parangu	001_Mixed_feelings
pappanum	001_Mixed_feelings
pandum	001_Mixed_feelings
panchavarnaa	001_Mixed_feelings
palum	001_Mixed_feelings
palayidathum	001_Mixed_feelings
padmakumarate	001_Mixed_feelings
padkumaaratte	001_Mixed_feelings
padchone	001_Mixed_feelings
padavumai	001_Mixed_feelings
padavaruthittaa	001_Mixed_feelings
padanglellam	001_Mixed_feelings
padachone	001_Mixed_feelings
packed	001_Mixed_feelings
ozhivakki	001_Mixed_feelings
ozhichal	001_Mixed_feelings
ottakkulla	001_Mixed_feelings
othungaarund	001_Mixed_feelings
otherways	001_Mixed_feelings
other	001_Mixed_feelings
ormavarunnu	001_Mixed_feelings
ormavannu	001_Mixed_feelings
orkkanam	001_Mixed_feelings
orginality	001_Mixed_feelings
oombiyilla	001_Mixed_feelings
onm	001_Mixed_feelings
oniladhigam	001_Mixed_feelings
ondkalle	001_Mixed_feelings
ondikka	001_Mixed_feelings
ole	001_Mixed_feelings
okkea	001_Mixed_feelings
okka	001_Mixed_feelings
okeyanu	001_Mixed_feelings
odum	001_Mixed_feelings
odiyekkavinna	001_Mixed_feelings
odiyanum	001_Mixed_feelings
odiyanpole	001_Mixed_feelings
odikoo	001_Mixed_feelings
odikkunna	001_Mixed_feelings
nude	001_Mixed_feelings
nthayalam	001_Mixed_feelings
nothing	001_Mixed_feelings
nodu	001_Mixed_feelings
njerichu	001_Mixed_feelings
njankluda	001_Mixed_feelings
njaanum	001_Mixed_feelings
nhan	001_Mixed_feelings
nerathe	001_Mixed_feelings
nedumudi	001_Mixed_feelings
ndaynu	001_Mixed_feelings
nasirum	001_Mixed_feelings
nannayirikumenu	001_Mixed_feelings
nannaakkayirunnu	001_Mixed_feelings
nanmma	001_Mixed_feelings
namukkokke	001_Mixed_feelings
nallatai	001_Mixed_feelings
murukanil	001_Mixed_feelings
murukan	001_Mixed_feelings
mukavum	001_Mixed_feelings
mukam	001_Mixed_feelings
moviesinte	001_Mixed_feelings
moviede	001_Mixed_feelings
movi	001_Mixed_feelings
mosamakilla	001_Mixed_feelings
moovi	001_Mixed_feelings
moonjalaanelum	001_Mixed_feelings
missing	001_Mixed_feelings
misha	001_Mixed_feelings
minnichekane	001_Mixed_feelings
meeshayum	001_Mixed_feelings
medichu	001_Mixed_feelings
mechalla	001_Mixed_feelings
mazhathil	001_Mixed_feelings
matullalaa	001_Mixed_feelings
mattarudeyo	001_Mixed_feelings
matiyarunn	001_Mixed_feelings
mathyarnu	001_Mixed_feelings
mathrum	001_Mixed_feelings
mathrama	001_Mixed_feelings
mathiyenu	001_Mixed_feelings
mathiiyee	001_Mixed_feelings
massuman	001_Mixed_feelings
mariyum	001_Mixed_feelings
marinjalum	001_Mixed_feelings
marichathu	001_Mixed_feelings
marich	001_Mixed_feelings
marde	001_Mixed_feelings
maranavum	001_Mixed_feelings
marakkuna	001_Mixed_feelings
manyamaayi	001_Mixed_feelings
manusysnu	001_Mixed_feelings
manssuman	001_Mixed_feelings
mannadinjhu	001_Mixed_feelings
manickoor	001_Mixed_feelings
manekkedu	001_Mixed_feelings
mandanmaare	001_Mixed_feelings
manakunu	001_Mixed_feelings
manakunondu	001_Mixed_feelings
mammotyodulla	001_Mixed_feelings
mammokaye	001_Mixed_feelings
mambazhathile	001_Mixed_feelings
mambazam	001_Mixed_feelings
maja	001_Mixed_feelings
madurarajayil	001_Mixed_feelings
madhu	001_Mixed_feelings
madavante	001_Mixed_feelings
maatikko	001_Mixed_feelings
maambazhathile	001_Mixed_feelings
lucifier	001_Mixed_feelings
lucifero	001_Mixed_feelings
lucifernte	001_Mixed_feelings
lucifernne	001_Mixed_feelings
luciferinete	001_Mixed_feelings
line	001_Mixed_feelings
lakshanam	001_Mixed_feelings
lagadikumpole	001_Mixed_feelings
kuzhapam	001_Mixed_feelings
kuttikal	001_Mixed_feelings
kuthhy	001_Mixed_feelings
kurush	001_Mixed_feelings
kuravaanu	001_Mixed_feelings
kurappama	001_Mixed_feelings
kuranjath	001_Mixed_feelings
kurachukoodi	001_Mixed_feelings
kurachode	001_Mixed_feelings
kunjalimarakarinte	001_Mixed_feelings
kunjaalikk	001_Mixed_feelings
kumarinu	001_Mixed_feelings
kozhopolla	001_Mixed_feelings
kozhapila	001_Mixed_feelings
kozapilla	001_Mixed_feelings
korachum	001_Mixed_feelings
korachu	001_Mixed_feelings
korachoode	001_Mixed_feelings
koottunne	001_Mixed_feelings
koodiyo	001_Mixed_feelings
kondaanenn	001_Mixed_feelings
komban	001_Mixed_feelings
kollavo	001_Mixed_feelings
kollandayirunny	001_Mixed_feelings
kolamakum	001_Mixed_feelings
kolaam	001_Mixed_feelings
koduthittu	001_Mixed_feelings
kodukathathil	001_Mixed_feelings
kodukana	001_Mixed_feelings
kodukaathe	001_Mixed_feelings
kndapole	001_Mixed_feelings
kndapoi	001_Mixed_feelings
kkaayi	001_Mixed_feelings
kittyavarokke	001_Mixed_feelings
kittya	001_Mixed_feelings
kittuna	001_Mixed_feelings
kittilla	001_Mixed_feelings
kettaruth	001_Mixed_feelings
ketittu	001_Mixed_feelings
keritt	001_Mixed_feelings
kazhinjilla	001_Mixed_feelings
kattiyum	001_Mixed_feelings
kathiyyum	001_Mixed_feelings
kathirikkunnu	001_Mixed_feelings
kateelalo	001_Mixed_feelings
kasab	001_Mixed_feelings
karymay	001_Mixed_feelings
karinje	001_Mixed_feelings
karikk	001_Mixed_feelings
kanunnathine	001_Mixed_feelings
kanunnathanu	001_Mixed_feelings
kanunathoke	001_Mixed_feelings
kanucha	001_Mixed_feelings
kanjipole	001_Mixed_feelings
kanikkamayirunnu	001_Mixed_feelings
kanikarnu	001_Mixed_feelings
kaniche	001_Mixed_feelings
kanichathinel	001_Mixed_feelings
kandidte	001_Mixed_feelings
kandela	001_Mixed_feelings
kandattuu	001_Mixed_feelings
kandariyam	001_Mixed_feelings
kanathadil	001_Mixed_feelings
kanand	001_Mixed_feelings
kaluda	001_Mixed_feelings
kalil	001_Mixed_feelings
kalayi	001_Mixed_feelings
kakanaam	001_Mixed_feelings
kaduppam	001_Mixed_feelings
kadhayum	001_Mixed_feelings
kadhapolund	001_Mixed_feelings
kadapoolee	001_Mixed_feelings
kadakkuo	001_Mixed_feelings
kachal	001_Mixed_feelings
kaattilla	001_Mixed_feelings
kaanikan	001_Mixed_feelings
kaanichu	001_Mixed_feelings
joppan	001_Mixed_feelings
jon	001_Mixed_feelings
johnson	001_Mixed_feelings
jeetha	001_Mixed_feelings
jayanum	001_Mixed_feelings
jadakku	001_Mixed_feelings
ittudayirunu	001_Mixed_feelings
itthu	001_Mixed_feelings
ittall	001_Mixed_feelings
itiri	001_Mixed_feelings
ithupoleaavanam	001_Mixed_feelings
ithanalle	001_Mixed_feelings
ishtapedunna	001_Mixed_feelings
ishtaayi	001_Mixed_feelings
ishdamanu	001_Mixed_feelings
irutham	001_Mixed_feelings
irunnal	001_Mixed_feelings
irukkanam	001_Mixed_feelings
iru	001_Mixed_feelings
irritation	001_Mixed_feelings
irngunnad	001_Mixed_feelings
irikkum	001_Mixed_feelings
irikanu	001_Mixed_feelings
irickunna	001_Mixed_feelings
irangiyittu	001_Mixed_feelings
irangiyenkil	001_Mixed_feelings
irangiyalo	001_Mixed_feelings
irangatte	001_Mixed_feelings
irakkiya	001_Mixed_feelings
ippravisham	001_Mixed_feelings
ippozhathe	001_Mixed_feelings
ipp	001_Mixed_feelings
inganaarnnu	001_Mixed_feelings
inde	001_Mixed_feelings
indavilla	001_Mixed_feelings
indallo	001_Mixed_feelings
indalla	001_Mixed_feelings
ilott	001_Mixed_feelings
illelum	001_Mixed_feelings
illel	001_Mixed_feelings
illathu	001_Mixed_feelings
illathavuo	001_Mixed_feelings
illandu	001_Mixed_feelings
ilangil	001_Mixed_feelings
ikkayilum	001_Mixed_feelings
idikkokke	001_Mixed_feelings
idangalil	001_Mixed_feelings
idakk	001_Mixed_feelings
ichiri	001_Mixed_feelings
hollow	001_Mixed_feelings
hittaa	001_Mixed_feelings
hindusthaninte	001_Mixed_feelings
highp	001_Mixed_feelings
hell	001_Mixed_feelings
hahahahah	001_Mixed_feelings
gundeye	001_Mixed_feelings
gum	001_Mixed_feelings
gramam	001_Mixed_feelings
goodwill	001_Mixed_feelings
fuckin	001_Mixed_feelings
freezerinakathulla	001_Mixed_feelings
formula	001_Mixed_feelings
forest	001_Mixed_feelings
flopp	001_Mixed_feelings
filmsintoru	001_Mixed_feelings
feal	001_Mixed_feelings
ezhuthyavan	001_Mixed_feelings
ezhuthi	001_Mixed_feelings
ezhuayallathu	001_Mixed_feelings
ezhu	001_Mixed_feelings
experimentation	001_Mixed_feelings
evidunnalem	001_Mixed_feelings
evido	001_Mixed_feelings
evideyokkeyo	001_Mixed_feelings
evidayokkayo	001_Mixed_feelings
evdre	001_Mixed_feelings
evdokkeyo	001_Mixed_feelings
evdeyo	001_Mixed_feelings
evdakayo	001_Mixed_feelings
ettande	001_Mixed_feelings
ethraper	001_Mixed_feelings
ethraku	001_Mixed_feelings
ethiyilla	001_Mixed_feelings
ethippoo	001_Mixed_feelings
ethilla	001_Mixed_feelings
ethilentha	001_Mixed_feelings
ethandu	001_Mixed_feelings
erngumbol	001_Mixed_feelings
ere	001_Mixed_feelings
eragila	001_Mixed_feelings
eppolm	001_Mixed_feelings
enthonnadei	001_Mixed_feelings
enthokeyo	001_Mixed_feelings
ennirunalum	001_Mixed_feelings
ennavum	001_Mixed_feelings
ennathanu	001_Mixed_feelings
englm	001_Mixed_feelings
ene	001_Mixed_feelings
endhoo	001_Mixed_feelings
endhokayo	001_Mixed_feelings
endha	001_Mixed_feelings
enalum	001_Mixed_feelings
enallum	001_Mixed_feelings
elliyo	001_Mixed_feelings
ekkane	001_Mixed_feelings
eka	001_Mixed_feelings
eganeya	001_Mixed_feelings
eduthittiunde	001_Mixed_feelings
edukutee	001_Mixed_feelings
eattavum	001_Mixed_feelings
eakadesham	001_Mixed_feelings
