vera	909_Positive
poranthavanungale	001_Negative
porange	001_Negative
porandhukuda	001_Negative
porampoku	001_Negative
poramboka	001_Negative
porali	001_Negative
porakathu	001_Negative
poraano	001_Negative
poraamaila	001_Negative
pootutu	001_Negative
poottanvan	001_Negative
pootta	001_Negative
pooran	001_Negative
poonam	001_Negative
poole	001_Negative
poolayum	001_Negative
poolasappuda	001_Negative
pooitiku	001_Negative
pooitarula	001_Negative
poogenum	001_Negative
poodavan	001_Negative
ponungaloda	001_Negative
ponugalla	001_Negative
ponnttaati	001_Negative
ponen	001_Negative
pommai	001_Negative
pomma	001_Negative
pollapukku	001_Negative
pollappu	001_Negative
poleyy	001_Negative
polandhu	001_Negative
pokutho	001_Negative
pokuth	001_Negative
poka	001_Negative
poitha	001_Negative
poitaaru	001_Negative
poirunga	001_Negative
poiruma	001_Negative
poirlaam	001_Negative
poirkaanga	001_Negative
poirchu	001_Negative
poiduu	001_Negative
poidum	001_Negative
pogutho	001_Negative
poguthae	001_Negative
pogamatten	001_Negative
pogamateangararu	001_Negative
pogalaye	001_Negative
pogaadaa	001_Negative
pogaa	001_Negative
poetta	001_Negative
poduvingo	001_Negative
poduvinga	001_Negative
poduvanunga	001_Negative
poduvangalo	001_Negative
poduringe	001_Negative
podurathu	001_Negative
poduraanuga	001_Negative
podunganu	001_Negative
podringah	001_Negative
podrigala	001_Negative
podrengale	001_Negative
podrapla	001_Negative
podram	001_Negative
podlama	001_Negative
podinga	001_Negative
poderinge	001_Negative
podathenga	001_Negative
podathala	001_Negative
podala	001_Negative
pochuna	001_Negative
pochuku	001_Negative
pocheyy	001_Negative
poaradhu	001_Negative
poairu	001_Negative
poaala	001_Negative
pnathngh	001_Negative
pittikoum	001_Negative
pitchai	001_Negative
piriyanka	001_Negative
pirichchi	001_Negative
pirabu	001_Negative
pidunga	001_Negative
pidika	001_Negative
pichayela	001_Negative
pichaya	001_Negative
pichai	001_Negative
phriyala	001_Negative
phochi	001_Negative
phinix	001_Negative
philomin	001_Negative
phill	001_Negative
phek	001_Negative
phaah	001_Negative
pettayoda	001_Negative
pesuvaaru	001_Negative
pesuma	001_Negative
pesna	001_Negative
pesiya	001_Negative
pesikkuringa	001_Negative
pesathenga	001_Negative
pesaringale	001_Negative
perulayum	001_Negative
periyavarae	001_Negative
perfectly	001_Negative
pennungal	001_Negative
pening	001_Negative
pemaani	001_Negative
pelik2	001_Negative
peithiduvanga	001_Negative
pechil	001_Negative
peasalam	001_Negative
pearu	001_Negative
peace	001_Negative
pazhili	001_Negative
payyen	001_Negative
payen	001_Negative
payaluku	001_Negative
payalugala	001_Negative
paveengala	001_Negative
pattilam	001_Negative
pattatha	001_Negative
pattaayaa	001_Negative
patradha	001_Negative
pathudu	001_Negative
paththutten	001_Negative
pathta	001_Negative
paths	001_Negative
pathona	001_Negative
pathingiruvarathu	001_Negative
pathavangka	001_Negative
pathavangalam	001_Negative
pathatonda	001_Negative
pathathea	001_Negative
patathukum	001_Negative
patathukku	001_Negative
pasangalukku	001_Negative
parvaiyil	001_Negative
paruthiveran	001_Negative
parunkavan	001_Negative
parungka	001_Negative
parungaiyaa	001_Negative
parugaa	001_Negative
parthurukanga	001_Negative
parthaale	001_Negative
pariyeram	001_Negative
pariu	001_Negative
parithavama	001_Negative
parithabama	001_Negative
parika	001_Negative
parayans	001_Negative
parayan	001_Negative
paravaya	001_Negative
parapaiyan	001_Negative
parambarai	001_Negative
parakura	001_Negative
parakudhu	001_Negative
paraellama	001_Negative
papum	001_Negative
pappoo	001_Negative
pappoma	001_Negative
pappo	001_Negative
panuvangge	001_Negative
panuvagala	001_Negative
pantingla	001_Negative
panrupaaplayo	001_Negative
panre	001_Negative
panrava	001_Negative
panrathuku	001_Negative
panratha	001_Negative
panrara	001_Negative
panranuvonu	001_Negative
panranu	001_Negative
panradhukkune	001_Negative
panraare	001_Negative
pannurana	001_Negative
pannuradhunala	001_Negative
pannuraan	001_Negative
pannungka	001_Negative
pannunadhu	001_Negative
pannugaillana	001_Negative
pannthulaiyum	001_Negative
panntaru	001_Negative
pannringa	001_Negative
pannitto	001_Negative
pannittingala	001_Negative
pannitingalaey	001_Negative
pannitenga	001_Negative
pannitegala	001_Negative
panniruppingannu	001_Negative
pannirukka	001_Negative
pannirukanum	001_Negative
panniruchuna	001_Negative
panniradhu	001_Negative
pannikitthu	001_Negative
pannidhadinga	001_Negative
pannida	001_Negative
pannevee	001_Negative
pannavellaam	001_Negative
pannavanungalukku	001_Negative
pannavanunga	001_Negative
pannavanuku	001_Negative
pannavanukelam	001_Negative
pannavangalai	001_Negative
pannavagala	001_Negative
pannava	001_Negative
pannathaa	001_Negative
pannadaingala	001_Negative
panlama	001_Negative
panitanuga	001_Negative
panirukenga	001_Negative
panirukan	001_Negative
paniruka	001_Negative
panipaye	001_Negative
paninglo	001_Negative
pandy	001_Negative
pandriya	001_Negative
pandranunga	001_Negative
pandrangala	001_Negative
pandranga	001_Negative
pandragala	001_Negative
pandraga	001_Negative
pandradhe	001_Negative
pandraaru	001_Negative
pandi	001_Negative
pandeva	001_Negative
pandee	001_Negative
pandara	001_Negative
panavangaluku	001_Negative
panavandha	001_Negative
panatinga	001_Negative
panathu	001_Negative
panamatringa	001_Negative
pali	001_Negative
pakkuravnga	001_Negative
pakkurathu	001_Negative
pakkurathoo	001_Negative
pakkuraddukku	001_Negative
pakkanumnu	001_Negative
pakkamum	001_Negative
pakkamale	001_Negative
pakkadhana	001_Negative
pakereh	001_Negative
pakathavanga	001_Negative
pakarathukku	001_Negative
pakakoodathu	001_Negative
paiyen	001_Negative
paiyale	001_Negative
paiyaan	001_Negative
paithu	001_Negative
paingaramala	001_Negative
pagala	001_Negative
paesunga	001_Negative
paesama	001_Negative
paechu	001_Negative
paduthuran	001_Negative
paduthum	001_Negative
paduthukum	001_Negative
paduththuruinge	001_Negative
padutharinga	001_Negative
padutharamari	001_Negative
padunga	001_Negative
padugiren	001_Negative
padithikka	001_Negative
padikaravana	001_Negative
padichinga	001_Negative
padicha	001_Negative
padhungkiru	001_Negative
padhne	001_Negative
padhiri	001_Negative
padhila	001_Negative
paddam	001_Negative
padathukume	001_Negative
padathode	001_Negative
padangalukkum	001_Negative
padamthaa	001_Negative
padamnu	001_Negative
padamla	001_Negative
padamei	001_Negative
padamah	001_Negative
padamada	001_Negative
padakoloda	001_Negative
padaippa	001_Negative
padaa	001_Negative
paavingla	001_Negative
paathumudichavanga	001_Negative
paathaa	001_Negative
paarungal	001_Negative
paaruda	001_Negative
paarthutu	001_Negative
paarthi	001_Negative
paarthaen	001_Negative
paarkanumda	001_Negative
paarkanum	001_Negative
paaph	001_Negative
paakuravan	001_Negative
paakuradhuku	001_Negative
paakamale	001_Negative
paakalaye	001_Negative
paadu	001_Negative
ovuru	001_Negative
overaa	001_Negative
outright	001_Negative
otukken	001_Negative
ottitu	001_Negative
ottara	001_Negative
othungi	001_Negative
othukura	001_Negative
othingiruodi	001_Negative
othaila	001_Negative
oth	001_Negative
otavanungala	001_Negative
otadu	001_Negative
oruvandhaanda	001_Negative
oruu	001_Negative
orutthavanga	001_Negative
oruthanavadhu	001_Negative
options	001_Negative
oppam	001_Negative
oppadha	001_Negative
ootitangay	001_Negative
oothalakka	001_Negative
ooryalam	001_Negative
oorula	001_Negative
ooram	001_Negative
oonkala	001_Negative
oombungadaaw	001_Negative
oombarathuku	001_Negative
oombama	001_Negative
ooli	001_Negative
ool	001_Negative
ookuga	001_Negative
oodumaa	001_Negative
ooditta	001_Negative
oodidunga	001_Negative
oobittu	001_Negative
onumey	001_Negative
onuku	001_Negative
onoda	001_Negative
onnoda	001_Negative
ongkaluku	001_Negative
ongammala	001_Negative
ommla	001_Negative
olu	001_Negative
olli	001_Negative
olikurenu	001_Negative
olikuren	001_Negative
olaipakotuna	001_Negative
okkanum	001_Negative
okanum	001_Negative
oii	001_Negative
odutho	001_Negative
odumanu	001_Negative
odipoidu	001_Negative
odavitruva	001_Negative
odapora	001_Negative
odana	001_Negative
odamba	001_Negative
odalanu	001_Negative
odachutaanga	001_Negative
odaachachu	001_Negative
oada	001_Negative
numbura	001_Negative
ntu	001_Negative
nte	001_Negative
november	001_Negative
note5pro	001_Negative
nitha	001_Negative
niruthu	001_Negative
niruthiru	001_Negative
niruthika	001_Negative
niruthana	001_Negative
ninaikuran	001_Negative
ninaikkira	001_Negative
ninaikkavanga	001_Negative
ninaikiraro	001_Negative
ninaiken	001_Negative
ninachi	001_Negative
nimge	001_Negative
nikiravan	001_Negative
nigalum	001_Negative
ngada	001_Negative
neuma	001_Negative
network	001_Negative
netla	001_Negative
nethan	001_Negative
nerukku	001_Negative
nerachi	001_Negative
neracha	001_Negative
nepanguna	001_Negative
nenicha	001_Negative
nenapah	001_Negative
nenaikuriga	001_Negative
nenaiken	001_Negative
nenachavanga	001_Negative
nenachalum	001_Negative
nelamatha	001_Negative
neeyalam	001_Negative
neerkondaparvai	001_Negative
neengaluma	001_Negative
neengala	001_Negative
nayinge	001_Negative
nayakan	001_Negative
nayagane	001_Negative
nawazuku	001_Negative
naturaly	001_Negative
natula	001_Negative
nattukku	001_Negative
nattile	001_Negative
natikka	001_Negative
nathari	001_Negative
nasamaga	001_Negative
narijita	001_Negative
narachu	001_Negative
nara	001_Negative
nanikuravanga	001_Negative
nanglu	001_Negative
nanchega	001_Negative
nanaikuravaga	001_Negative
nanaikaravanga	001_Negative
nammode	001_Negative
naming	001_Negative
nambikai	001_Negative
nalum	001_Negative
nallavea	001_Negative
nallavanukku	001_Negative
nallaarukkuppaa	001_Negative
nalaye	001_Negative
nalathu	001_Negative
nakkunga	001_Negative
nakkitu	001_Negative
nakki	001_Negative
naiye	001_Negative
naiyai	001_Negative
naiya	001_Negative
naingla	001_Negative
nainga	001_Negative
naiku	001_Negative
naidu	001_Negative
naduveralai	001_Negative
naduchirukaya	001_Negative
nadiyoke	001_Negative
nadippa	001_Negative
nadipenga	001_Negative
nadingada	001_Negative
nadikurana	001_Negative
nadikiradhuku	001_Negative
nadikiradha	001_Negative
nadigarkalukkum	001_Negative
nadichathuku	001_Negative
nadichatha	001_Negative
nadicharuna	001_Negative
nadathinaanga	001_Negative
nadanthu	001_Negative
nadakudhu	001_Negative
nadakakuda	001_Negative
nadachirukkalam	001_Negative
nacham	001_Negative
naathari	001_Negative
naathan	001_Negative
naasar	001_Negative
naasama	001_Negative
naanthan	001_Negative
naangathan	001_Negative
naangatan	001_Negative
naalatha	001_Negative
naalae	001_Negative
naaingala	001_Negative
naaikum	001_Negative
naaida	001_Negative
muturatha	001_Negative
muthipona	001_Negative
mute	001_Negative
musiq	001_Negative
musics	001_Negative
muntta	001_Negative
munnal	001_Negative
munjikyu	001_Negative
mundai	001_Negative
munadiye	001_Negative
munaadiye	001_Negative
munaadiyae	001_Negative
mumbai	001_Negative
mukuthu	001_Negative
mukkudhu	001_Negative
mugham	001_Negative
mugamudi	001_Negative
mugamoodii	001_Negative
mufasaku	001_Negative
mudyathu	001_Negative
mudiyathuu	001_Negative
mudiyathaa	001_Negative
mudiyalea	001_Negative
mudiyalaa	001_Negative
mudiyadhuda	001_Negative
mudinchi	001_Negative
mudincha	001_Negative
mudilana	001_Negative
mudikithe	001_Negative
mudikalam	001_Negative
mudidum	001_Negative
mudichitinga	001_Negative
mudichirpeenga	001_Negative
mudiadhu	001_Negative
mudela	001_Negative
mtm	001_Negative
movanlaam	001_Negative
movan	001_Negative
motionla	001_Negative
motherfuckers	001_Negative
mothanumnu	001_Negative
mothama	001_Negative
mosamana	001_Negative
mosamaayirik	001_Negative
mooka	001_Negative
months	001_Negative
monkeys	001_Negative
moms	001_Negative
mokkya	001_Negative
mokkayathan	001_Negative
mokkayatha	001_Negative
mokkayana	001_Negative
mokkathanama	001_Negative
mokkaiyaa	001_Negative
mokiya	001_Negative
mohan	001_Negative
modulation	001_Negative
moditu	001_Negative
modi	001_Negative
modhurapdi	001_Negative
modha	001_Negative
mmale	001_Negative
mixing	001_Negative
misnarry	001_Negative
miskin	001_Negative
mincha	001_Negative
mil	001_Negative
midhichuduvom	001_Negative
michcham	001_Negative
mercury	001_Negative
menon	001_Negative
menchitteenga	001_Negative
melaya	001_Negative
megazord	001_Negative
megaakash	001_Negative
mayurum	001_Negative
maythukku	001_Negative
mayruku	001_Negative
mayiravadhu	001_Negative
mayiraavadhu	001_Negative
mayeru	001_Negative
mavena	001_Negative
mavanukku	001_Negative
mavanda	001_Negative
mauv	001_Negative
mattan	001_Negative
matikitaye	001_Negative
matignkithee	001_Negative
mathuvinga	001_Negative
mathungada	001_Negative
maththavangala	001_Negative
mathriya	001_Negative
mathre	001_Negative
mathikla	001_Negative
mathavanka	001_Negative
mathavanga	001_Negative
mathavanellam	001_Negative
matharai	001_Negative
mathara	001_Negative
mathapdi	001_Negative
matham	001_Negative
mathabadi	001_Negative
marriagesa	001_Negative
marriages	001_Negative
mariyae	001_Negative
maritan	001_Negative
marakkave	001_Negative
marakkar	001_Negative
marakkadhinga	001_Negative
maraka	001_Negative
maperum	001_Negative
manushanuku	001_Negative
manusangala	001_Negative
manitharkalai	001_Negative
manishan	001_Negative
mandaya	001_Negative
mandakasayam	001_Negative
manasatachi	001_Negative
mamamgam	001_Negative
makkan	001_Negative
makkalta	001_Negative
makkaa	001_Negative
makaluku	001_Negative
mairukkum	001_Negative
maira	001_Negative
mahalakxmi	001_Negative
magangala	001_Negative
madumthana	001_Negative
madda	001_Negative
macham	001_Negative
maavne	001_Negative
maaturaru	001_Negative
maatri	001_Negative
maatiya	001_Negative
maathii	001_Negative
maathi	001_Negative
maathamma	001_Negative
maassillay	001_Negative
maassa	001_Negative
maarilla	001_Negative
maarala	001_Negative
maadu	001_Negative
maadhiriye	001_Negative
lve	001_Negative
lusuk	001_Negative
lungi	001_Negative
lossupayale	001_Negative
loosumadhri	001_Negative
looj	001_Negative
lollu	001_Negative
loaded	001_Negative
lm	001_Negative
llam	001_Negative
liteah	001_Negative
lips	001_Negative
lime	001_Negative
likela	001_Negative
lieing	001_Negative
leaveldialoge	001_Negative
layea	001_Negative
laugh	001_Negative
lata	001_Negative
laki	001_Negative
laiye	001_Negative
lagne	001_Negative
lachanathula	001_Negative
laaiku	001_Negative
laage	001_Negative
kuthunga	001_Negative
kuthiyangala	001_Negative
kusuvam	001_Negative
kusuvaasamavadhu	001_Negative
kusu	001_Negative
kurutu	001_Negative
kurai	001_Negative
kuppa	001_Negative
kunjungala	001_Negative
kunjukaley	001_Negative
kunjugalin	001_Negative
kunjis	001_Negative
kunjigaliku	001_Negative
kunji	001_Negative
kunjali	001_Negative
kungi	001_Negative
kummar	001_Negative
kumaaru	001_Negative
kullan	001_Negative
kulandhaigal	001_Negative
kulam	001_Negative
kujigalukku	001_Negative
kuduthutaaru	001_Negative
kuduthiyo	001_Negative
kuduthiruintha	001_Negative
kuduma	001_Negative
kudukra	001_Negative
kudinga	001_Negative
kudikerked	001_Negative
kudi	001_Negative
kudaya	001_Negative
kudam	001_Negative
kuchikari	001_Negative
krte	001_Negative
krishh	001_Negative
kozhandhaila	001_Negative
kovil	001_Negative
kottina	001_Negative
koteh	001_Negative
koraura	001_Negative
koranjite	001_Negative
korachuto	001_Negative
koracha	001_Negative
koothis	001_Negative
koothipathy	001_Negative
koothadi	001_Negative
koopitaalum	001_Negative
koopda	001_Negative
koodaye	001_Negative
konnuteengaley	001_Negative
konnavana	001_Negative
konjamkoodi	001_Negative
konduvaranum	001_Negative
kondupoga	001_Negative
kondavaruvom	001_Negative
kondattaammthann	001_Negative
kondadungal	001_Negative
kondadaporaga	001_Negative
kommala	001_Negative
komalea	001_Negative
komaali	001_Negative
kolandhainu	001_Negative
kolamma	001_Negative
kolakes	001_Negative
kolakandula	001_Negative
kolaikum	001_Negative
kolaama	001_Negative
koduthurukalam	001_Negative
koduthu	001_Negative
koduppaaru	001_Negative
kodupan	001_Negative
kodungal	001_Negative
kodumaiyae	001_Negative
kodumaii	001_Negative
kodukkanum	001_Negative
kkshay	001_Negative
kke	001_Negative
kkaa	001_Negative
kizhiya	001_Negative
kizha	001_Negative
kitu	001_Negative
kitti	001_Negative
kittaye	001_Negative
kirukanungala	001_Negative
killatu	001_Negative
kilinchurum	001_Negative
kilichavangaluku	001_Negative
kilicha	001_Negative
kilavi	001_Negative
kilavaa	001_Negative
kilatu	001_Negative
kilattu	001_Negative
kidaiyathunga	001_Negative
kichadi	001_Negative
kia	001_Negative
khatti	001_Negative
khana	001_Negative
kfg	001_Negative
kezhichi	001_Negative
kezha	001_Negative
kevalo	001_Negative
kevalapaditala	001_Negative
keval	001_Negative
ketuten	001_Negative
ketup	001_Negative
ketukongada	001_Negative
ketudunga	001_Negative
kettavargal	001_Negative
ketathula	001_Negative
keran	001_Negative
keralavilum	001_Negative
kerakathula	001_Negative
kelveeya	001_Negative
kelvalama	001_Negative
kelugada	001_Negative
kelthu	001_Negative
kellepuraaru	001_Negative
kellattu	001_Negative
kella	001_Negative
kelavanda	001_Negative
kelavan	001_Negative
kelavaa	001_Negative
kelapyana	001_Negative
kelanguthappa	001_Negative
keladu	001_Negative
kekutha	001_Negative
kekuravanga	001_Negative
kekupothu	001_Negative
kekumpodhu	001_Negative
keklame	001_Negative
kekkutha	001_Negative
kekera	001_Negative
kekaranunganey	001_Negative
kekadha	001_Negative
keel	001_Negative
keduthutathinga	001_Negative
keduthavane	001_Negative
keduthan	001_Negative
kedathu	001_Negative
kedaikunum	001_Negative
kedaika	001_Negative
kedachinga	001_Negative
keatuchu	001_Negative
keatta	001_Negative
ke4k	001_Negative
kavalargal	001_Negative
katyikit	001_Negative
katuvan	001_Negative
kattunga	001_Negative
kattreenga	001_Negative
kattirakoodathu	001_Negative
