text	category	text	category
eppol time 5 50am 200 view koodi kittiyall 2million aakum enthoru pookku ithu ella recordum pottikkum	Positive	eppol time 5 50am 200 view koodi kittiyall 2million aakum enthoru pookku ithu ella recordum pottikkum	Positive
headset vechu kandunokk oru onnantharam kidilolski	Positive	headset vechu kandunokk oru onnantharam kidilolski	Positive
pirates of the careebian kandavarkku othu koodaanolla nool	unknown_state	pirates of the careebian kandavarkku othu koodaanolla nool	unknown_state
innanu film kanan pattiyathu muthee lalettaa superb	Positive	innanu film kanan pattiyathu muthee lalettaa superb	Positive
ittymani fansin pokunnavar ivde like chey	unknown_state	ittymani fansin pokunnavar ivde like chey	unknown_state
madhura raja vijayikum ennullavar like adi	unknown_state	madhura raja vijayikum ennullavar like adi	unknown_state
trailer releasinu munne 6k dislike itta ella punnara malarukalkum nadu viral namaskaram chettakale	Negative	trailer releasinu munne 6k dislike itta ella punnara malarukalkum nadu viral namaskaram chettakale	Negative
1 01 raju ettan as zyed masood	Positive	1 01 raju ettan as zyed masood	unknown_state
unlike adicha ella oolakalum ivide thanne kaananam tta	Negative	unlike adicha ella oolakalum ivide thanne kaananam tta	Negative
oru nimishathekk bigbossine oormavannathu enikku maathramaano	Positive	oru nimishathekk bigbossine oormavannathu enikku maathramaano	unknown_state
dislike adicha oolakal odikoo heavy trailer	Negative	dislike adicha oolakal odikoo heavy trailer	Mixed_feelings
lalettante aniyan aayit prithviraj thanne aano ennoru doubt	unknown_state	lalettante aniyan aayit prithviraj thanne aano ennoru doubt	unknown_state
nte ammo oru rakshayum illa pwoli	Positive	nte ammo oru rakshayum illa pwoli	Positive
oru rakshem illa marana mass	Positive	oru rakshem illa marana mass	Positive
njangalude muthanu ingalu laletta lub u etta	Positive	njangalude muthanu ingalu laletta lub u etta	Positive
eppozhum views koodunno ennariyan vendi varunnavar undo	unknown_state	eppozhum views koodunno ennariyan vendi varunnavar undo	unknown_state
1 il kuduthal kandavar like hear	unknown_state	1 il kuduthal kandavar like hear	unknown_state
age in reverse gear ennu parayunnath verthe alla ikkaa	Positive	age in reverse gear ennu parayunnath verthe alla ikkaa	Positive
kochi polee tirssur gundakaludee place aakuoo cinemakarr trailer kollam	Positive	kochi polee tirssur gundakaludee place aakuoo cinemakarr trailer kollam	Positive
5 million ayo ne nokkan vannavar ethra paru nde	unknown_state	5 million ayo ne nokkan vannavar ethra paru nde	unknown_state
madhura raja vs lucifer war in kerala	not-malayalam	madhura raja vs lucifer war in kerala	not-malayalam
i m proud to be i m a prithviraj fan i m from tamilnadu ne va thala	not-malayalam	i m proud to be i m a prithviraj fan i m from tamilnadu ne va thala	not-malayalam
ith 100 kodi adikum enn urapuulavar like	unknown_state	ith 100 kodi adikum enn urapuulavar like	unknown_state
lalettante lucifer tailor ishtayavar ivide like adi ii	unknown_state	lalettante lucifer tailor ishtayavar ivide like adi ii	unknown_state
nenchinakathu nammude lalettan anee	Positive	nenchinakathu nammude lalettan anee	Positive
unbelievable its awsm laletta direction rajuvetta	Positive	unbelievable its awsm laletta direction rajuvetta	Positive
ippazhum ith kanunavar ivde like adi	unknown_state	ippazhum ith kanunavar ivde like adi	unknown_state
super star aakan pattiya aal tovi the mass	Positive	super star aakan pattiya aal tovi the mass	Positive
movie katta waiting lalettan fans ee video koodi onn like chey tamil nadu koodi ariyatte link	Positive	movie katta waiting lalettan fans ee video koodi onn like chey tamil nadu koodi ariyatte link	unknown_state
trendingil 27 evide ikka fans come on fans	unknown_state	trendingil 27 evide ikka fans come on fans	unknown_state
ithu kandattuu peruchazhy ormavarunnu athupolle avathirunna mathiiyee	Mixed_feelings	ithu kandattuu peruchazhy ormavarunnu athupolle avathirunna mathiiyee	Mixed_feelings
sathykatha anthannu vacha kandittu angottu mathivarunnilla	Positive	sathykatha anthannu vacha kandittu angottu mathivarunnilla	Positive
viewrs till 1 8 ano	unknown_state	viewrs till 1 8 ano	unknown_state
2017 puli murugan 2018 kochunni 2019 mamangam	unknown_state	2017 puli murugan 2018 kochunni 2019 mamangam	unknown_state
kure paavangal pedichu virachukond dislike adichondirikuva ullil bhayam und nallonam ettante varavine bhayakunnavarde ennam koodunu	Negative	kure paavangal pedichu virachukond dislike adichondirikuva ullil bhayam und nallonam ettante varavine bhayakunnavarde ennam koodunu	Negative
hoo koritharipp romaanjam ulpullakam entammo adaar trailer	Positive	hoo koritharipp romaanjam ulpullakam entammo adaar trailer	Positive
let s vote lucifer like madhura raja comment	unknown_state	let s vote lucifer like madhura raja comment	unknown_state
sathyam parayanallo trailer vijarichathra angudu kalangiyilla nnalum all the best	Positive	sathyam parayanallo trailer vijarichathra angudu kalangiyilla nnalum all the best	Positive
avasaanam odiyande oru honest review kandu cheytha chettanmaarkku naani	unknown_state	avasaanam odiyande oru honest review kandu cheytha chettanmaarkku naani	unknown_state
all d best from d boss darshan fans from karnataka	not-malayalam	all d best from d boss darshan fans from karnataka	not-malayalam
tovino macha ningalude time anu adi thimarkku bai cutta support	unknown_state	tovino macha ningalude time anu adi thimarkku bai cutta support	Positive
mamangam trailer kandittu ivde vannavarku like adikanulla comment	unknown_state	mamangam trailer kandittu ivde vannavarku like adikanulla comment	unknown_state
oru like enikkum tharuo ikka uyir love u ikka	Positive	oru like enikkum tharuo ikka uyir love u ikka	Positive
nadaka dialogue pole undallo avasanam filmum nadakamakumo	Positive	nadaka dialogue pole undallo avasanam filmum nadakamakumo	Negative
trissur pooram mathramalla nalla terror gundayisom ulla naadanu trissur ennu arkelum ariyo	unknown_state	trissur pooram mathramalla nalla terror gundayisom ulla naadanu trissur ennu arkelum ariyo	unknown_state
dislikes adikan vendi mathram koree naarikal adiyeda adi ninneyokke thookki adikkaa tta	Negative	dislikes adikan vendi mathram koree naarikal adiyeda adi ninneyokke thookki adikkaa tta	Negative
10 million aayyonn nokkan vannavar indo	unknown_state	10 million aayyonn nokkan vannavar indo	Positive
odiyan release inte ann harthal vechekunavan marude muhath nokki onnu kodukan thonniyavar like adi	unknown_state	odiyan release inte ann harthal vechekunavan marude muhath nokki onnu kodukan thonniyavar like adi	unknown_state
allah ath nammade bilal ikka alle	unknown_state	allah ath nammade bilal ikka alle	unknown_state
ikka muthaanuu luv uubut rajuetta ningale miss cheyyunnu	Positive	ikka muthaanuu luv uubut rajuetta ningale miss cheyyunnu	Positive
prithviraj undonnu nokkaan veendum vanna njn	unknown_state	prithviraj undonnu nokkaan veendum vanna njn	unknown_state
sunny leon undo enna poyi kananam	Positive	sunny leon undo enna poyi kananam	Positive
vegam 6 mani ayal mathiyayirunnu katta waiting lalettaa	Positive	vegam 6 mani ayal mathiyayirunnu katta waiting lalettaa	Positive
dislike adikkan vendi kure peru keranindalla	Negative	dislike adikkan vendi kure peru keranindalla	Negative
marana waiting mass	Positive	marana waiting mass	not-malayalam
laletta ingane wait cheypichu kollalle vegam vaa ingadu	Positive	laletta ingane wait cheypichu kollalle vegam vaa ingadu	Positive
support from ettan fan ikka mwth aanu	Positive	support from ettan fan ikka mwth aanu	Positive
edakida etra million ayi enna nokan varunavar onnu like	unknown_state	edakida etra million ayi enna nokan varunavar onnu like	unknown_state
ith pwolikumenn urapulla ikka fans like adi	unknown_state	ith pwolikumenn urapulla ikka fans like adi	unknown_state
history of mamangam in malayalam	not-malayalam	history of mamangam in malayalam	not-malayalam
ente ponnu ettaa ningalu njngale romancham varuthichu kollum	Positive	ente ponnu ettaa ningalu njngale romancham varuthichu kollum	Positive
unlike cheyyunavarde annakkil adich kodukana item	Positive	unlike cheyyunavarde annakkil adich kodukana item	Mixed_feelings
last drum set kond kidu akki	Positive	last drum set kond kidu akki	Positive
kand kili poyavar adi like what a editing	unknown_state	kand kili poyavar adi like what a editing	Positive
enta ikka ningal njangale ingana vismayippikkalle	Positive	enta ikka ningal njangale ingana vismayippikkalle	Positive
namude swantham mammookkayk lalettan fansinte vaka asamsakal mamangam nalloru thirich varav sammanikatte trailer kidukiyitund	Positive	namude swantham mammookkayk lalettan fansinte vaka asamsakal mamangam nalloru thirich varav sammanikatte trailer kidukiyitund	Positive
ikkayude mass perfoamnce kaanan kothichu etra naalayi waiting april 12 raja	Positive	ikkayude mass perfoamnce kaanan kothichu etra naalayi waiting april 12 raja	Positive
assassins creed game um undo cinema ill	unknown_state	assassins creed game um undo cinema ill	unknown_state
it s amazing vere onnum parayan illa	Positive	it s amazing vere onnum parayan illa	Positive
helen aa freezerill kudungan karanam avlode onn allenn chodikkan paranjittutakum alle	Positive	helen aa freezerill kudungan karanam avlode onn allenn chodikkan paranjittutakum alle	unknown_state
dislike adicha sundari sundaranmarude nallathinayi namuk prarthikam	Negative	dislike adicha sundari sundaranmarude nallathinayi namuk prarthikam	Negative
madhuraraja yude teaser ithinte ezhu ayalathu ethiyilla ennathanu satyam	Mixed_feelings	madhuraraja yude teaser ithinte ezhu ayalathu ethiyilla ennathanu satyam	Mixed_feelings
njaan ippo oru 83 thavana kandu	Positive	njaan ippo oru 83 thavana kandu	Positive
pakka poli nigal entha manasilakiknath keraliyar k buthiyillalae thani thedrit pakka fillm thani poli film	Positive	pakka poli nigal entha manasilakiknath keraliyar k buthiyillalae thani thedrit pakka fillm thani poli film	Positive
sohan seenulal ne kandathode mood poyi	Negative	sohan seenulal ne kandathode mood poyi	Negative
oru kgf kanda feel tovi machaan verey level aah	Positive	oru kgf kanda feel tovi machaan verey level aah	Positive
ikka is back with a bang anybody	not-malayalam	ikka is back with a bang anybody	not-malayalam
raju ettan nde films il kaanan pettuna athe cinematography ee trailer il kaanan sathikunnu	Positive	raju ettan nde films il kaanan pettuna athe cinematography ee trailer il kaanan sathikunnu	Positive
ith kandit engana dislike cheyyan thonnane sambhavam kidu aait undallo	Positive	ith kandit engana dislike cheyyan thonnane sambhavam kidu aait undallo	Negative
5 million views aavum ennu urappullavar like	unknown_state	5 million views aavum ennu urappullavar like	unknown_state
super trailor katta ikka fanaya romanjification	Positive	super trailor katta ikka fanaya romanjification	Positive
jeyettan massa kola mass ennelum onnu kananm nnud	Positive	jeyettan massa kola mass ennelum onnu kananm nnud	Positive
enthokke paranjalum mamookaye vellan aarum illa eni aarum varukayumilla if u agree like allenkil karanam comment cheyy	unknown_state	enthokke paranjalum mamookaye vellan aarum illa eni aarum varukayumilla if u agree like allenkil karanam comment cheyy	unknown_state
24k dis like adichavar ithrayum mandanmaro	unknown_state	24k dis like adichavar ithrayum mandanmaro	Negative
jeevithavumaayi bandapett kidakkunna movie aayathu kond trailer kaanumbol vallatha oru santhosham battalion police kaarude real life aanu parayunnath	Positive	jeevithavumaayi bandapett kidakkunna movie aayathu kond trailer kaanumbol vallatha oru santhosham battalion police kaarude real life aanu parayunnath	Positive
ikka oru rakshayum illa ajathi item	Positive	ikka oru rakshayum illa ajathi item	Positive
woah kidu trailermammukkaathis eid z awesome	Positive	woah kidu trailermammukkaathis eid z awesome	Positive
uff aa avasaanatha ekkauda aa kuthhill thanne unde ellaa power figuresum	Positive	uff aa avasaanatha ekkauda aa kuthhill thanne unde ellaa power figuresum	Positive
16 k view 48 k like appo youtube veendum hang aayalle	unknown_state	16 k view 48 k like appo youtube veendum hang aayalle	unknown_state
entee moone kidu kidu last aah adi kandappoo killi poi angna poyavarkk lik adikaanulla sthalam	Positive	entee moone kidu kidu last aah adi kandappoo killi poi angna poyavarkk lik adikaanulla sthalam	Positive
ithupolathe kidilan trailer vannitt katta support kodukkathirikkan pattumo it is very awesome	Positive	ithupolathe kidilan trailer vannitt katta support kodukkathirikkan pattumo it is very awesome	Positive
laletta va da namku oru kai nokam	Positive	laletta va da namku oru kai nokam	unknown_state
maduraraja 4hrs 96likes 9k comments lucifer 2hrs 189likes 12k comments ettanodum pillerodum muttan varrale mohanlalwood	Negative	maduraraja 4hrs 96likes 9k comments lucifer 2hrs 189likes 12k comments ettanodum pillerodum muttan varrale mohanlalwood	Negative
dq fans unde like adichtt poney	unknown_state	dq fans unde like adichtt poney	unknown_state
thugs of hindhustan film aahn marakar enn paranj kanikkunnath	unknown_state	thugs of hindhustan film aahn marakar enn paranj kanikkunnath	Negative
sambhasham entho oru kuzhappam polae padam poliyum ennu enikku thonunnu	Negative	sambhasham entho oru kuzhappam polae padam poliyum ennu enikku thonunnu	Negative
njan nookumbol 17k views and 113k likes ikkade pillerude power like adikk edited because of the increasing of likes	unknown_state	njan nookumbol 17k views and 113k likes ikkade pillerude power like adikk edited because of the increasing of likes	unknown_state
dislikes kandappo kurachu vishanam thonni ennal comments vayichappol athu mari kure nalukalkku shesham kanda ettum mikacha trailer	Positive	dislikes kandappo kurachu vishanam thonni ennal comments vayichappol athu mari kure nalukalkku shesham kanda ettum mikacha trailer	Positive
ee trailer anu ippo most comments olla malayalam trailer	Positive	ee trailer anu ippo most comments olla malayalam trailer	Positive
murali gopi script oru bhayam munp cheyta padanglellam	Mixed_feelings	murali gopi script oru bhayam munp cheyta padanglellam	Mixed_feelings
0 40 scene cinimayil indo kanda orma illya	unknown_state	0 40 scene cinimayil indo kanda orma illya	unknown_state
