text	category	text	category
apadilam nadakadhu nadakum kudadhu thala takar doi	Positive	apadilam nadakadhu nadakum kudadhu thala takar doi	Positive
oruthar mela viswasam katurathunala en inoruthara aasinga paduthuringa thala	Positive	oruthar mela viswasam katurathunala en inoruthara aasinga paduthuringa thala	Mixed_feelings
thala pola varuma thala eppavume mass vera level	Positive	thala pola varuma thala eppavume mass vera level	Positive
thala with yuvan shankar raja marana mass bgm therikkuthu	Positive	thala with yuvan shankar raja marana mass bgm therikkuthu	Positive
any anil fans vanthu kai adichittu dislike pannitu ponga	Positive	any anil fans vanthu kai adichittu dislike pannitu ponga	Negative
enna pa views a varla appo idhuku munadi ellam recordum fake a	Positive	enna pa views a varla appo idhuku munadi ellam recordum fake a	Positive
nenka irukura varaikum unkala yarum asaika mudiyathu thalaiva	Positive	nenka irukura varaikum unkala yarum asaika mudiyathu thalaiva	Positive
hindi me relise kare sir ji	Positive	hindi me relise kare sir ji	not-Tamil
1 37 adiyaa adhuu thala is vera lvl antha scene pudichavanga like pannunga	Positive	1 37 adiyaa adhuu thala is vera lvl antha scene pudichavanga like pannunga	Positive
super 1 38 sc seen templeteam	Positive	super 1 38 sc seen templeteam	Positive
saare trailer ma akshay kumar ne maar khayi ha	Positive	saare trailer ma akshay kumar ne maar khayi ha	not-Tamil
ye kola gandla irukkenda vegama release pannungadaa all credits goes to karthik subbraj he knows how to use style mannan	Positive	ye kola gandla irukkenda vegama release pannungadaa all credits goes to karthik subbraj he knows how to use style mannan	Positive
i think chiyaan is back	Positive	i think chiyaan is back	Negative
woww rajini garu rajiji fans hit like	Positive	woww rajini garu rajiji fans hit like	Negative
vera lvl bgm u1 rocks in nerkonda paarvai	Positive	vera lvl bgm u1 rocks in nerkonda paarvai	Mixed_feelings
like podunganu solli solli usupethi like vanguravanggala inga oru like podunga	Positive	like podunganu solli solli usupethi like vanguravanggala inga oru like podunga	Negative
gvp bgm la pinnita yaa	Positive	gvp bgm la pinnita yaa	Positive
last dailog sema mass vera level thala pola varuma	Positive	last dailog sema mass vera level thala pola varuma	Positive
etti midhuchana moochi kooda vida mudiyadhu	Positive	etti midhuchana moochi kooda vida mudiyadhu	unknown_state
new type of rajini but our fav old rajini returns vaa thalaivaa semma maranamass	Positive	new type of rajini but our fav old rajini returns vaa thalaivaa semma maranamass	Positive
padathula perusa edho iruku waiting for the release	Positive	padathula perusa edho iruku waiting for the release	Positive
it s true indha vayasula ajith vijay feeldla irrukka mattanunga	Positive	it s true indha vayasula ajith vijay feeldla irrukka mattanunga	Positive
4 days aah srilanka la trending 1	Positive	4 days aah srilanka la trending 1	Positive
ippa trailer parkuravanga oru comment pannunga thala rathangale	Positive	ippa trailer parkuravanga oru comment pannunga thala rathangale	Positive
thala the one man army of tamil nadu	Positive	thala the one man army of tamil nadu	Positive
100 times ku mela pathavanga	Positive	100 times ku mela pathavanga	Positive
othaa maranama daa yeppaa veraa level yaa namma_diwali_kaithii	Positive	othaa maranama daa yeppaa veraa level yaa namma_diwali_kaithii	Negative
waiting to see this on screen fdfs but thalaivar padatha enaiku fdfs olunga paakurathuku but enna aanalum naan paapen	Positive	waiting to see this on screen fdfs but thalaivar padatha enaiku fdfs olunga paakurathuku but enna aanalum naan paapen	Negative
waste viswasam trailer ha kuda beat panala comment kuda varala waste	Positive	waste viswasam trailer ha kuda beat panala comment kuda varala waste	Mixed_feelings
hindi yavida tamil la super aah irukku pola	Positive	hindi yavida tamil la super aah irukku pola	Positive
enada lawyer sanda podran tamil cinema tamil cinema thaanya nama aluga enaki dha thirundhu vangalo	Positive	enada lawyer sanda podran tamil cinema tamil cinema thaanya nama aluga enaki dha thirundhu vangalo	Positive
omg awesome teaser ko dekh ke bakar laga lekin bhai kya vfx hai awesome	Positive	omg awesome teaser ko dekh ke bakar laga lekin bhai kya vfx hai awesome	Positive
thala unna ippdi patthu evola nall aachu	Positive	thala unna ippdi patthu evola nall aachu	Positive
vera level trailer mass thalaivaa it may add in one of the best movies in 2019 list thalaivarr mass patitaru	Positive	vera level trailer mass thalaivaa it may add in one of the best movies in 2019 list thalaivarr mass patitaru	Positive
u kena tunggu lebih lama lagi untuk tahu saya	not-malayalam/tamil	u kena tunggu lebih lama lagi untuk tahu saya	not-Tamil
romba romba ketta payan sir intha kalli	Positive	romba romba ketta payan sir intha kalli	Positive
thalaivar fans left 58mins fast 10m views	Positive	thalaivar fans left 58mins fast 10m views	unknown_state
9 974825 laye 10 minutes apdiye views nikudhu	Positive	9 974825 laye 10 minutes apdiye views nikudhu	Positive
positive point rajini sir negative point rajini sir kaala is perfect movie superstar	Positive	positive point rajini sir negative point rajini sir kaala is perfect movie superstar	Mixed_feelings
thalaiva neenga vera level semma cute	Positive	thalaiva neenga vera level semma cute	Positive
thala is best ever movie yaa irrukkum	Positive	thala is best ever movie yaa irrukkum	Positive
ye movie india me sabka record tod degi	Positive	ye movie india me sabka record tod degi	Mixed_feelings
enda trailer ah 3500 potta pasanga dislike pannavanunga kuda parthurukanga	Negative	enda trailer ah 3500 potta pasanga dislike pannavanunga kuda parthurukanga	Negative
81k views but 91k likes ennadhu idhu fake likes ah	Positive	81k views but 91k likes ennadhu idhu fake likes ah	Mixed_feelings
sumava mass iam karthi fan karthi anna	Positive	sumava mass iam karthi fan karthi anna	Positive
2k19 la theatre la paathey aaganum nencha padam superdelux asuran kaithi rendu paathudan waiting for kaithi	Positive	2k19 la theatre la paathey aaganum nencha padam superdelux asuran kaithi rendu paathudan waiting for kaithi	Positive
ellam avan seyal mathri irukum pola	Positive	ellam avan seyal mathri irukum pola	Positive
indha trailar vida sahoo trailar adhiga views peiruku	Positive	indha trailar vida sahoo trailar adhiga views peiruku	Positive
neraya neraya neraya neraya neraya neraya	Positive	neraya neraya neraya neraya neraya neraya	Positive
shivakarthikeyan fans hit like here	Positive	shivakarthikeyan fans hit like here	Positive
thala60 ku yarellam wait pandringa like pannunga	Positive	thala60 ku yarellam wait pandringa like pannunga	Positive
t h a l a	Positive	t h a l a	Positive
climax vera level athaan thala vera evanaalayum itha solla mudiyumaa	Positive	climax vera level athaan thala vera evanaalayum itha solla mudiyumaa	Positive
verithanam dhanush fan from sri lanka	Positive	verithanam dhanush fan from sri lanka	Positive
evanachu pondatti kolandha kutinga sentiment kintimentnu vandha apdiye oodi poiru semma gandla iruken all the best by thalapathy veriyan	Positive	evanachu pondatti kolandha kutinga sentiment kintimentnu vandha apdiye oodi poiru semma gandla iruken all the best by thalapathy veriyan	Mixed_feelings
ellam nalla panitu andha mask matum enda krish mask veikrenga	Positive	ellam nalla panitu andha mask matum enda krish mask veikrenga	Positive
pink 14m views nerkonda parvai 15m views	Positive	pink 14m views nerkonda parvai 15m views	Positive
100k likes 52k views youtube repaired kaithi vera level	Positive	100k likes 52k views youtube repaired kaithi vera level	Positive
dislike pottavan lam poi thookula thongiru vera vazliyea illa	Positive	dislike pottavan lam poi thookula thongiru vera vazliyea illa	Negative
style samrat super star petta the mass ippa ena panna porom sweet saptaporom vera level thalaivaa	Positive	style samrat super star petta the mass ippa ena panna porom sweet saptaporom vera level thalaivaa	Positive
1 millions views varunu solravanga like panunga	Positive	1 millions views varunu solravanga like panunga	Mixed_feelings
thala mass thala thala thala thala thala thala	Positive	thala mass thala thala thala thala thala thala	Mixed_feelings
padam vera level ah irukapogudhu wishes from thalapathi fans	Positive	padam vera level ah irukapogudhu wishes from thalapathi fans	Positive
str fans la like button ah thatugada	Positive	str fans la like button ah thatugada	unknown_state
i love u d thala marana mass	Positive	i love u d thala marana mass	Positive
mugavri kandu konten kandu konten ajith ah meendum npkla pakalam sema performance thala	Positive	mugavri kandu konten kandu konten ajith ah meendum npkla pakalam sema performance thala	Positive
thala u1 once again sama sama sama	Positive	thala u1 once again sama sama sama	Positive
thala pola varuma daa koothipathy vijay fans	Positive	thala pola varuma daa koothipathy vijay fans	Negative
am chitti reloaded version 2 0 samaa	Positive	am chitti reloaded version 2 0 samaa	Positive
0 19 that name thalaa	Positive	0 19 that name thalaa	Mixed_feelings
endha p da unlike podurathu	Positive	endha p da unlike podurathu	Negative
sirapana tharanama sambavanga inumey dha pakka pora	Positive	sirapana tharanama sambavanga inumey dha pakka pora	Negative
vere vere vettaikaran thaanda venam 1 29 to 1 37	Positive	vere vere vettaikaran thaanda venam 1 29 to 1 37	Positive
vijay fansum rajini fansum onnu sentha petta bb visvasam out	Positive	vijay fansum rajini fansum onnu sentha petta bb visvasam out	Mixed_feelings
0 30 dunkirk music copy adichirukkan gv prakash	Positive	0 30 dunkirk music copy adichirukkan gv prakash	Negative
promising trailer sirappaana tharamaana sambavam is awaiting vjs^2	Positive	promising trailer sirappaana tharamaana sambavam is awaiting vjs^2	Positive
rajni sirr u r evergreen	Positive	rajni sirr u r evergreen	Positive
india no 1 movie ban jaye kon kon chata hai hit likes	Positive	india no 1 movie ban jaye kon kon chata hai hit likes	Positive
rajani the great hit like if you like thaliavar and get rajinified	Positive	rajani the great hit like if you like thaliavar and get rajinified	Positive
thalaa always mass sekaram release pannunga	Positive	thalaa always mass sekaram release pannunga	Positive
thala mass super	Positive	thala mass super	Positive
en da secret open panni vachurkinga teser la	Positive	en da secret open panni vachurkinga teser la	Negative
are bhai ya movie hindi kab ayga	Positive	are bhai ya movie hindi kab ayga	Positive
idhu ennada irumbu thirai part 2 ba illey idhu hero	Positive	idhu ennada irumbu thirai part 2 ba illey idhu hero	Positive
in cinema dictionary la maass ku meaning theduna kandipa superstar nu dan irukuma	Positive	in cinema dictionary la maass ku meaning theduna kandipa superstar nu dan irukuma	Negative
adchi thuku adchi thuku adchi thuku	Positive	adchi thuku adchi thuku adchi thuku	Positive
u 1 stands for d bgm	Positive	u 1 stands for d bgm	Positive
hoi jolly vera level daa yaru kita mass trailer paa vera level	Positive	hoi jolly vera level daa yaru kita mass trailer paa vera level	unknown_state
pakurathuku chinna payan madiri style ha irukinga thalaivar mass	Positive	pakurathuku chinna payan madiri style ha irukinga thalaivar mass	Positive
yuvan shankar raja yetho bayangarama panniyirukaru pola	Positive	yuvan shankar raja yetho bayangarama panniyirukaru pola	Positive
shankar giving suggession to upendra lol	Positive	shankar giving suggession to upendra lol	Positive
varthaiye varla kola mass dhanush anna	Positive	varthaiye varla kola mass dhanush anna	Positive
paakurathuku china paiyan mathiri style a irukeenga woww megha	Positive	paakurathuku china paiyan mathiri style a irukeenga woww megha	Mixed_feelings
intha matiri padamtile nadikkum na amebele irrukanum thala valzga ultimate star valzga	Positive	intha matiri padamtile nadikkum na amebele irrukanum thala valzga ultimate star valzga	Positive
vera lvl bro ajith fans hit like	Positive	vera lvl bro ajith fans hit like	Positive
trending vittu evloo kila venaalum pogatum na daily intha trailer pakuvan comment poduvan	Positive	trending vittu evloo kila venaalum pogatum na daily intha trailer pakuvan comment poduvan	Positive
veara level bro asuran good movie	Positive	veara level bro asuran good movie	Positive
thalivaa eppadi ippadi mass kammika mudiyuthu	Positive	thalivaa eppadi ippadi mass kammika mudiyuthu	Positive
diwali race winner oppent aale illa sollo aahiten	Negative	diwali race winner oppent aale illa sollo aahiten	unknown_state
thala mazz ultimate vera lvl luvv uu thala	Positive	thala mazz ultimate vera lvl luvv uu thala	Positive
6 hoursku munnadi announcement pannadhuke 776 k likes reached aairukuna appo one week munnadiye sollirundha	Positive	6 hoursku munnadi announcement pannadhuke 776 k likes reached aairukuna appo one week munnadiye sollirundha	Positive
wow rajni sir vijay sethupathi sir nawzuddin sir	Positive	wow rajni sir vijay sethupathi sir nawzuddin sir	Positive
36k comments in 5hours paa thala vera level	Positive	36k comments in 5hours paa thala vera level	Positive
ellam avan setal concept maari iruku	Positive	ellam avan setal concept maari iruku	Negative
thala yoda look sema mass vera level nu soldravanga oru like podunga	Positive	thala yoda look sema mass vera level nu soldravanga oru like podunga	Positive
